example_id, text, aspect_term, term_location, class
2532_2,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,price,97--102,-1
2082_0,If what you need is a machine to do some surfing[comma] email checking[comma] word processing[comma] and watching a movie or two[comma] this is the machine you want.,word processing,66--81,0
2858_0,Like the price and operation.,price,9--14,1
1775_1,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,100--105,1
2620_0,The only thing that isn't perfect about this netbook is the speakers[comma] they are not loud at all but I expected that.,speakers,60--68,-1
3026_0,The first full charge of this battery got me only about 2 full hours.,battery,30--37,-1
2471_0,Suffice it to say[comma] my MacBook Pro keeps me going with its long battery life and blazing speed.,battery life,63--75,1
2808_1,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,31--36,-1
1086_0,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,46--50,-1
1021_0,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,50--58,-1
2727_1,Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,58--71,-1
2380_0,previous laptops were pc's[comma] still have them[comma] but the mac osx is a clean and smooth operating system.,mac osx,53--60,1
1401_0,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,131--136,-1
942_0,_ Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,82--87,-1
1633_0,As a die-hard Windows enthusiast[comma] I shunned the idea of a Mac until this point.,Windows,14--21,1
560_0,it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,30--33,1
2050_0,The system it comes with does not work properly[comma] so when trying to fix the problems with it it started not working at all.,system,4--10,-1
1738_4,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",25--36,0
2791_1,Most everything is fine with this machine: speed[comma] capacity[comma] build.,capacity,50--58,1
621_0,-Called headquarters again[comma] they report that TFT panel is broken[comma] should be fixed by the end of the week (week 3).,TFT panel,45--54,-1
1602_0,If you don't feel comfortable doing it yourself[comma] just buy the case and be happy[comma] plus it looks nice[comma] I bought the white one from Best Buy.,case,62--66,1
2339_0,I charge it at night and skip taking the cord with me because of the good battery life.,cord,41--45,0
41_0,Also[comma] the space bar makes a noisy click every time you use it.,space bar,10--19,-1
2876_0,The games included are very good games.,games,4--9,0
3085_0,I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,33--38,0
2096_0,The price premium is a little much[comma] but when you start looking at the features it is worth the added cash.,price premium,4--17,-1
3017_0,The improvements to the OS have been relatively gradual[comma] but substantive.,OS,24--26,1
2561_0,I wish iWork or MS Office came with the Mac[comma] but MS Office doesn't even come with most pc laptops.,iWork,7--12,-1
654_1,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,64--97,0
2319_0,With Windows laptops a wireless mouse is an absolute must.,wireless mouse,23--37,0
2992_0,Battery is not upgradable to a longer life battery.,Battery,0--7,-1
834_1,"This laptop looks great on the surface: 17"" inch screen[comma] good  price-point[comma] nice appearance[comma] boots up quickly[comma] runs fast etc.",price-point,63--74,1
653_0,It played various games without problems and ran aero smoothly and flawlessly.,games,18--23,0
3082_0,This is not a serious gaming laptop or a serious media machine;,gaming,22--28,-1
379_0,I loaded windows 7 via Bootcamp and it works flawlessly!,windows 7,9--18,1
2820_0,Fast[comma] great visual!,visual,12--18,1
2022_0,It does not even have the software to play a dvd now.,software,26--34,-1
2231_3,you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.,applications,122--134,1
2174_0,Not to mention[comma] the battery life is absolutely amazing.,battery life,20--32,1
43_0,It is absolutely horrible to use[comma] despite all its so called advanced features.,features,69--77,-1
1928_0,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,63--74,-1
2626_1,The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,58--64,0
2573_3,I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home[comma] and it runs just fine.,runs,84--88,1
1580_1,A great computer for light home use and business use.,business use,40--52,1
2482_0,We love the size of the screen[comma] although it is still lightweight and very easy to tote around.,size of the screen,12--30,1
1993_0,Whenever tried to turn it on[comma] it would restart as soon as the BIOS launched Windows (or Winblows[comma] as I like ot call it).,BIOS,62--66,-1
1803_0,My friend just had to replace his entire motherboard[comma] so did my wife[comma] and it looks like I will have to as well.,motherboard,41--52,-1
2723_0,Graphics are clean and sharp[comma] internet interfaces are seamless.,Graphics,0--8,1
1749_0,Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows)[comma] but iwork is cheap compared to office.,iwork,150--155,1
1887_2,Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in)[comma] buttons not working and USB ports inoperative.,buttons,133--140,-1
2509_0,Not only are the versions of these programs able to be saved[comma] worked on and opened on both a PC and Mac[comma] the versions of these programs on a Mac are graphically and functionally superior.,programs,35--43,1
1436_2,I have Vista[comma] so I am unable to install and uninstall some programs.,install,32--39,-1
2760_1,It's fast[comma] it's easy easy easy to set up[comma] easy to hook to my wireless network.,hook to my wireless network,50--77,1
2973_0,It has plenty of memory[comma] lots of hard drive[comma] and great graphics.,memory,17--23,1
671_1,This is a nicely sized laptop with lots of processing power and long battery life.,battery life,69--81,1
982_0,_ Then I've fixed the DC jack (inside the unit)[comma] rewired the DC jack to the OUTside of the laptop[comma] replaced the power brick.,DC jack,22--29,0
1948_0,You can't even get a satellite card which is why I bought to begin with.,satellite card,21--35,-1
1606_0,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,29--35,-1
1372_2,_ We have had numerous problems with Vista[comma] such as Adobe Flash player just quits and has to be uninstalled and then reinsalled[comma] Internet Explore just quits and you lose whatever you were working on[comma] also[comma] the same Windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,Internet Explore,129--145,-1
613_0, Computer crashed frequently and battery life decreased very quickly.,battery life,33--45,-1
1131_0,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,30--37,-1
1922_2,The battery life was supposed to be 6 hours[comma] but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.,battery,116--123,-1
2486_0,The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,55--63,1
2532_1,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,34--42,-1
